,id,age,highest_education,profession,avg(GROSPAYX),hispanic,weekly_hours_worked,in_college,is_married,schoolmeals_purchases,self_employed,sex,supp_security,reason_unemployment,main_profession,numweeks_schoolmeals,id_2,psu,psu_popsize,net_income,FWAGEXM,alcbev,bakery,beef,cereal,child_age,housing_type,census_division,eggs,fam_size,food_away,food_home,total_food,fresh_fruit,fresh_veg,value_foodstamps,number_foodstamps,non_alc_grocery,milk,number_earners,non_alc_bevs,oils,othdairy,othmeat,members_under18,members_over64,pet_food,pork,procfruit,proc_veg,spouse_race,foodstamp_or_not,seafood,smoking,lives_in_MSA,state,sweets,vehicle,miscellaneous,poultry,total_food_percent
1966,368182,39,High school graduate,Paid employee of a PRIVATE company,600.0,No,45.0,Not at all,Married,,No,Male,,,110.0,,368182,Rest of America,"125,000 - 330,000",53434.4,53434.4,18.415,0.0,0.0,0.0,0,"House, apartment, flat",East South Central,0.515,2,20.765,11.07,31.835,0.0,2.59,,,80.0,1.56,2,2.715,0.0,0.0,0.0,0,0,0.0,1.56,0.0,0.0,2.0,No,0.0,14.61,Yes,Alabama,0.0,2.0,0.0,2.13,0.03098041710957735
1968,368184,48,"Some high school, no degree",,400.0,No,20.0,,Divorced,,No,Female,735.0,"Ill, disabled, unable to work",900.0,,368184,Rest of America,"125,000 - 330,000",19579.0,9100.0,3.78,1.835,0.0,0.0,7,"House, apartment, flat",Pacific,0.0,2,77.885,89.74,167.625,3.74,2.925,,,80.0,4.28,1,55.09,2.665,4.795,3.0074799999999997,0,1,0.0,0.0,0.0,2.5,,No,0.0,15.85,Yes,California,4.505,1.0,4.39752,0.0,0.4451963838806885
1969,368189,44,Associate’s degree in college,A State government employee,850.0,Yes,40.5,Not at all,Married,,No,Female,,,103.0,,368189,Rest of America,0.33-1.19 mil,52616.0,41000.0,0.0,33.32696,8.700705000000001,18.503035,0,"House, apartment, flat",New England,4.762455,4,20.455,269.00002,289.45502,12.219265,8.508939999999999,,,70.0,5.58765,2,24.74065,6.76452,14.0999,11.42265,2,0,0.0,18.106105,1.8238150000000002,11.572345,4.0,No,8.78207,0.0,Yes,,9.58347,1.0,65.988385,4.5071,0.2860662353656682
1973,368195,66,<1 year,Paid employee of a PRIVATE company,200.0,No,30.0,,Married,,No,Male,,,105.0,,368195,"Detroit-Warren-Dearborn, MI",1.20-4 mil,15000.0,15000.0,6.36,10.25,0.0,7.5,0,"House, apartment, flat",East North Central,2.25,2,7.0,64.495,71.495,8.0,0.0,,,80.0,0.0,1,9.805,3.44,2.25,0.0,0,2,0.0,15.0,0.0,0.0,4.0,No,0.0,0.0,Yes,,0.0,1.0,0.0,6.0,0.24784933333333334
1974,368196,57,Associate’s degree in college,A State government employee,675.0,No,30.0,Not at all,Widowed,,No,Female,,,102.0,,368196,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,38589.4,38589.4,0.0,5.0,0.0,0.745,7,"House, apartment, flat",Middle Atlantic,1.495,4,0.0,81.085,81.085,9.415,5.74,,,140.0,5.735,2,11.855,1.495,0.0,9.05,2,0,0.0,1.245,3.13,1.485,,No,6.855,0.0,Yes,New York,5.535,2.0,7.97,4.335,0.10926368380954356
1975,368197,88,High school graduate,,,No,,Not at all,Married,,No,Male,,Retired,930.0,,368197,"San Francisco-Oakland-Hayward, CA",1.20-4 mil,20851.2,0.0,0.0,6.99,0.0,0.495,0,"House, apartment, flat",Pacific,0.0,2,40.775,40.86,81.635,0.0,4.23,,,,5.49,0,1.62,0.0,4.735,0.0,0,2,12.68,0.995,5.995,0.495,1.0,No,0.0,0.0,Yes,California,4.585,2.0,5.23,0.0,0.20358636433394722
1976,368201,69,High school graduate,Paid employee of a PRIVATE company,2000.0,No,40.0,Not at all,Widowed,,No,Male,,,107.0,,368201,Rest of America,1.20-4 mil,83200.0,82000.0,6.945,4.48,0.0,0.0,0,"House, apartment, flat",South Atlantic,0.0,1,34.045,39.68,73.725,2.545,1.78,,,110.0,0.0,1,4.265,0.0,0.0,0.0,0,1,0.0,11.72,0.0,0.0,,No,0.0,0.0,Yes,North Carolina,0.0,2.0,12.345,2.545,0.046078125
1977,368202,50,Associate’s degree in college,Self-employed,700.0,No,19.3333333333333,Not at all,Married,,Yes,Male,,,205.0,,368202,Rest of America,0.33-1.19 mil,72800.0,42000.0,0.0,18.665,0.0,1.995,7,"House, apartment, flat",South Atlantic,0.0,3,7.02,88.375,95.395,15.195,2.895,,,130.0,1.72,3,10.67,3.83,4.975,0.0,0,0,0.0,0.0,2.54509,5.10991,1.0,No,0.0,0.0,Yes,Florida,7.235,3.0,13.54,0.0,0.06813928571428571
1978,368203,39,High school graduate,Paid employee of a PRIVATE company,,No,44.0,Not at all,Divorced,,No,Male,,,105.0,,368203,Rest of America,1.20-4 mil,59000.0,59000.0,0.0,0.0,7.19,2.49,0,"House, apartment, flat",Middle Atlantic,0.0,1,38.57,66.815,105.385,1.06,5.56,,,95.0,3.24,1,7.08,1.49,6.905,4.195,0,0,0.0,2.73,9.515,0.49,,No,0.0,0.0,Yes,New York,0.0,2.0,14.87,0.0,0.09288169491525425
1979,368204,57,High school graduate,Paid employee of a PRIVATE company,,Yes,60.0,Not at all,Divorced,,No,Female,,,113.0,,368204,Rest of America,"125,000 - 330,000",40295.8,40295.8,0.0,0.0,0.0,0.0,7,"House, apartment, flat",Mountain,1.075,6,37.5,27.42,64.92,4.93,0.495,,,70.0,5.43,2,2.5,0.0,0.0,1.39,1,0,0.0,0.0,2.48448,1.11552,,No,0.0,0.0,Yes,Arizona,0.0,2.0,8.0,0.0,0.08377647298229592
1980,368206,50,High school graduate,Paid employee of a PRIVATE company,840.0,No,40.0,Not at all,Divorced,,No,Female,,,110.0,,368206,Rest of America,1.20-4 mil,44841.2,44841.2,0.0,2.02,0.0,0.0,0,"House, apartment, flat",Pacific,0.0,1,16.39,25.85,42.24,3.545,0.285,,,60.0,0.0,1,0.0,0.0,0.0,0.0,0,0,8.995,0.0,0.0,0.995,,No,0.0,0.0,Yes,Oregon,1.98,1.0,9.125,7.9,0.04898352408053309
1981,368207,66,Master’s or greater,A State government employee,85.0,No,9.5,Not at all,Married,,No,Female,,,112.0,,368207,Rest of America,"< 125,000",17172.0,3600.0,0.0,5.375,16.39,4.29,0,"House, apartment, flat",,0.58,2,9.565,204.51,214.075,43.6,10.24,,,70.0,4.685,2,3.55,5.95,28.065,7.85,0,2,8.085,11.94,7.065,3.465,1.0,No,2.95,0.0,No,,7.35,2.0,31.955,9.21,0.6482587933845795
1982,368208,53,Bachelor’s degree,Paid employee of a PRIVATE company,4800.0,No,40.0,Not at all,Married,,No,Male,,,103.0,,368208,Rest of America,1.20-4 mil,125200.0,125000.0,11.815,35.58,3.42,13.915,4,"House, apartment, flat",South Atlantic,1.115,5,12.615,231.06,243.675,13.54,7.835,,,275.0,9.21,1,11.665,4.685,44.425,29.74,3,0,0.0,5.115,6.915,1.3,1.0,No,0.0,0.0,Yes,North Carolina,4.18,2.0,30.99,7.43,0.10120686900958467
1983,368210,36,Bachelor’s degree,Paid employee of a PRIVATE company,,No,47.5,Not at all,Married,,No,Female,,,101.0,,368210,Rest of America,1.20-4 mil,146845.6,125000.0,0.0,11.595,0.0,6.67,1,"House, apartment, flat",East South Central,1.345,5,96.995,100.25,197.245,10.33,2.14,,,95.0,2.54,2,20.655,2.345,7.755,1.5,3,0,0.0,1.745,0.0,0.435,1.0,No,0.0,0.0,Yes,Kentucky,1.345,2.0,28.6,1.25,0.06984710471406702
1984,368211,34,High school graduate,Paid employee of a PRIVATE company,2200.0,No,30.0,Not at all,Married,,Yes,Male,,,101.0,,368211,Rest of America,1.20-4 mil,75000.0,65000.0,0.0,11.40907,4.7003,6.89522,1,"House, apartment, flat",East North Central,3.044425,4,87.935765,164.62,252.55576499999998,11.08421,10.29748,,,125.0,4.4801,2,12.146225,6.18313,10.904025,6.030945,2,0,0.0,15.354345,7.818375,21.454515,1.0,No,0.0,2.145,Yes,Ohio,7.498775,2.0,23.086,2.23286,0.1751053304
1985,368214,60,High school graduate,A local government employee,335.0,No,16.0,Not at all,Divorced,,No,Female,,,110.0,,368214,Rest of America,"125,000 - 330,000",9144.0,7844.0,0.0,3.725435,0.0,0.0,7,"House, apartment, flat",South Atlantic,1.575,2,27.865,35.435,63.3,2.78756,0.793365,,,160.0,0.0,2,4.23158,1.84,0.805,0.0,0,0,10.25,5.5174650000000005,6.91,0.515,,No,3.56,0.0,No,,0.0,2.0,3.174595,0.0,0.35997375328083986
1986,368217,31,Bachelor’s degree,Paid employee of a PRIVATE company,5000.0,No,50.0,Not at all,Married,,No,Male,,,103.0,,368217,"San Francisco-Oakland-Hayward, CA",1.20-4 mil,259198.4,199198.4,68.011125,3.74,12.385,3.99,0,"House, apartment, flat",Pacific,2.745,2,195.243875,78.005,273.248875,8.37,17.83,,,160.0,0.0,2,8.09,0.0,0.0,0.0,0,0,0.0,0.0,4.5,0.0,1.0,No,0.0,0.0,Yes,California,4.875,3.0,11.48,0.0,0.05481878553262675
1987,368219,49,"Some high school, no degree",,,No,30.0,,Separated,,No,Female,,"Ill, disabled, unable to work",900.0,,368219,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,21932.4,1452.4,0.0,3.84303,4.995,1.9031349999999998,0,"House, apartment, flat",Middle Atlantic,0.0,3,0.0,59.814994999999996,59.814994999999996,1.895,0.80452,,,170.0,6.407265,1,4.759825,2.28451,2.78769,4.207865,0,0,0.0,0.0,1.74712,4.027065,,No,3.138645,0.0,Yes,New York,3.2330799999999997,1.0,10.136244999999999,3.645,0.1418166611953092
1988,368222,88,High school graduate,,,No,,Not at all,Widowed,,No,Female,,Retired,930.0,,368222,Rest of America,"< 125,000",17456.2,0.0,0.0,6.96765,5.48,2.37,0,"House, apartment, flat",,0.955,1,60.0,58.01501,118.01501,3.507625,2.583475,,,85.0,1.6410049999999998,0,2.47085,0.0,18.999765,0.0,0,1,0.0,0.0,2.87,1.82655,,No,0.0,0.0,No,,3.652855,1.0,4.6902349999999995,0.0,0.3515530596578866
1989,368223,50,Bachelor’s degree,Paid employee of a PRIVATE company,1300.0,No,35.3333333333333,Not at all,Married,,No,Female,,,101.0,,368223,"Seattle-Tacoma-Bellevue, WA",1.20-4 mil,327957.2,320599.6,56.35789499999999,6.155,0.0,1.145,7,"House, apartment, flat",Pacific,0.0,3,210.042105,134.265,344.307105,4.99,11.305,,,150.0,2.89,3,12.625,0.0,6.38,0.0,0,0,34.735,0.0,13.235,0.0,1.0,No,12.585,0.0,Yes,,6.28,6.0,56.675,0.0,0.054592396385869865
1990,368225,26,High school graduate,Paid employee of a PRIVATE company,1620.0,No,40.0,Not at all,Married,,No,Female,,,112.0,,368225,"Seattle-Tacoma-Bellevue, WA",1.20-4 mil,125010.0,125000.0,0.0,28.082165000000003,0.0,7.943960000000001,0,"House, apartment, flat",Pacific,3.45,2,279.025,286.83999,565.86499,45.08424,32.137495,,,180.0,3.9886150000000002,2,28.174195,9.46,18.535,0.0,0,0,40.535,0.0,19.919320000000003,0.0,1.0,No,0.0,2.9984349999999997,Yes,,10.39,3.0,79.675,0.0,0.23538100535957124
1991,368227,43,Some college but no degree,Paid employee of a PRIVATE company,,No,40.0,Not at all,Married,,No,Male,,,105.0,,368227,"Atlanta-Sandy Springs-Roswell, GA",4 mil+,90000.0,90000.0,0.0,2.723205,0.0,1.906195,0,"House, apartment, flat",South Atlantic,0.0,2,195.8305,25.355,221.1855,0.0,2.802645,,,90.0,1.18116,1,1.937425,0.0,1.362295,0.0,0,0,2.4685,0.0,0.0,1.541205,1.0,No,1.834675,0.0,Yes,Georgia,3.16229,2.0,6.903905,0.0,0.12779606666666665
1993,368232,32,Bachelor’s degree,Paid employee of a PRIVATE company,2200.0,No,40.0,Not at all,Married,,No,Female,,,103.0,,368232,Rest of America,1.20-4 mil,173020.0,172000.0,8.0,30.64,14.185,14.955,1,"House, apartment, flat",Middle Atlantic,0.0,4,157.16,206.955,364.115,9.72,8.99,,,140.0,8.8,2,14.095,0.0,20.675,4.765,2,0,0.0,10.695,13.778129999999999,0.8418700000000001,1.0,No,11.24,0.0,Yes,Pennsylvania,4.245,2.0,39.33,0.0,0.10943231996301006
1994,368234,82,High school graduate,,,No,,Not at all,Widowed,,No,Female,,Retired,930.0,,368234,Rest of America,0.33-1.19 mil,23882.0,0.0,5.17,5.72,0.0,2.73,0,"House, apartment, flat",South Atlantic,0.42,1,101.355,68.190005,169.545005,8.15,5.89,,,20.0,4.525,0,17.980005,4.11,8.28,0.0,0,1,0.0,0.0,2.58,0.865,,No,0.0,0.0,Yes,North Carolina,1.165,1.0,2.5,3.275,0.3691625600870949
1996,368237,70,Some college but no degree,,,No,,Not at all,Divorced,,No,Male,,Retired,930.0,,368237,Rest of America,"< 125,000",17112.0,0.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",,0.0,1,12.195,9.18,21.375,0.0,0.0,,,77.0,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,,No,0.0,0.0,No,,0.0,,9.18,0.0,0.06495441795231417
1997,368242,76,High school graduate,,,No,,Not at all,Widowed,,No,Female,,Retired,930.0,,368242,Rest of America,1.20-4 mil,63057.8,0.0,0.0,2.5,0.0,0.0,0,"House, apartment, flat",Pacific,0.5,1,36.97,52.24,89.21,1.195,2.495,,,65.0,1.395,0,2.495,0.0,4.795,0.0,0,1,5.58,0.0,4.495,0.0,,No,0.0,0.0,Yes,Oregon,0.0,2.0,26.835,5.535,0.07356615676411166
1998,368244,33,Associate’s degree in college,Paid employee of a PRIVATE company,1800.0,Yes,40.0,Not at all,Never married,,No,Male,,,107.0,,368244,"Riverside-San Bernardino-Ontario, CA",1.20-4 mil,60000.0,60000.0,14.59,6.93,1.24,0.0,3,"House, apartment, flat",Pacific,0.0,2,20.415,47.33,67.745,3.28,1.985,,,90.0,3.27,1,4.8,1.59,0.0,3.525,1,0,0.0,0.0,4.33,0.995,,No,0.0,0.0,Yes,California,1.66,2.0,13.725,0.0,0.05871233333333334
1999,368245,64,Bachelor’s degree,Paid employee of a PRIVATE company,22718.0,No,40.0,Not at all,Divorced,,No,Female,,,104.0,,368245,Rest of America,"125,000 - 330,000",41596.0,25000.0,0.0,2.9,0.0,0.0,0,"House, apartment, flat",West South Central,0.0,1,57.715,7.75,65.465,0.0,0.0,,,25.0,0.0,1,2.1,0.0,0.0,0.0,0,0,15.32,0.0,0.0,0.0,,No,0.0,0.0,No,Texas,0.0,1.0,2.75,0.0,0.08183911914607174
2000,368246,72,High school graduate,,250.0,No,16.0,Not at all,Married,,No,Female,,Retired,930.0,,368246,Rest of America,0.33-1.19 mil,32074.0,2000.0,5.35,3.42,0.0,2.635,0,"House, apartment, flat",East North Central,0.0,2,22.04,43.975,66.015,2.605,4.08,,,80.0,0.99,1,6.955,0.0,2.985,1.095,0,2,5.245,2.215,0.0,0.75,1.0,No,0.0,0.0,Yes,Ohio,6.25,2.0,7.0,2.995,0.1070268753507514
2001,368247,81,<1 year,Paid employee of a PRIVATE company,1794.0,No,30.0,,Widowed,,No,Male,,,112.0,,368247,"Detroit-Warren-Dearborn, MI",1.20-4 mil,21528.0,21528.0,0.0,5.0,3.7320849999999997,4.0,0,"House, apartment, flat",East North Central,5.5,1,0.0,51.235,51.235,6.245,0.0,,,40.0,4.0,1,4.24,0.0,0.0,0.0,0,1,0.0,4.05661,3.0,5.75,,No,0.0,0.0,Yes,,0.0,1.0,5.711305,0.0,0.12375603864734298
2002,368249,59,Associate’s degree in college,A Federal government employee,400.0,No,40.0,Not at all,Never married,,Yes,Female,,,103.0,,368249,"Riverside-San Bernardino-Ontario, CA",1.20-4 mil,49800.0,16000.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",Pacific,0.0,1,10.0,0.0,10.0,0.0,0.0,,,200.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,California,0.0,1.0,0.0,0.0,0.010441767068273093
2003,368250,56,Bachelor’s degree,Paid employee of a PRIVATE company,2028.5,No,40.0,Not at all,Married,,No,Female,,,101.0,,368250,"Minneapolis-St. PaulBloomington, MN-WI",1.20-4 mil,104000.0,104000.0,20.748295000000002,11.70019,0.0,3.775,0,"House, apartment, flat",West North Central,0.9,2,46.706705,136.574995,183.2817,14.493039999999999,3.92,,,100.0,1.187435,2,43.116715,5.27,3.68,8.87,0,0,0.0,0.0,1.84857,2.7255849999999997,1.0,No,0.0,39.84,Yes,,0.82,2.0,32.169035,2.099425,0.09164085
2004,368252,57,Bachelor’s degree,A Federal government employee,4800.0,No,10.0,Not at all,Married,,No,Male,,,102.0,,368252,Rest of America,"125,000 - 330,000",62000.0,62000.0,0.0,20.535,17.035,4.28,7,"House, apartment, flat",West South Central,4.55,3,27.37,162.92,190.29,5.41,10.155,,,260.0,6.965,1,12.36,5.37,9.27,0.98,0,0,0.0,4.76,2.38,3.795,1.0,No,0.0,0.0,No,Texas,5.43,1.0,26.51,23.135,0.15959806451612904
2005,368254,39,High school graduate,Self-employed,500.0,Yes,47.5,Not at all,Married,,Yes,Female,,,210.0,,368254,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,59121.2,33121.2,0.0,16.63924,6.890225,3.65876,0,"House, apartment, flat",Middle Atlantic,3.164615,2,71.445,107.894995,179.339995,3.66215,5.03832,,,112.0,3.359525,2,15.846065,2.279515,5.198119999999999,2.1193299999999997,0,0,0.0,8.290335,4.222175,6.755155,1.0,No,0.0,0.0,Yes,New Jersey,3.75346,2.0,17.018005,0.0,0.15773833650196545
2006,368258,34,Bachelor’s degree,,,No,50.0,Not at all,Married,,No,Female,,Taking care of home/family,910.0,,368258,Rest of America,0.33-1.19 mil,234525.4,233230.8,3.0,6.98,0.0,11.095,2,"House, apartment, flat",West North Central,3.455,5,118.97481499999999,173.19,292.164815,40.0,15.8,,,177.0,6.26,1,29.425,0.0,14.39,1.86,3,0,44.185,2.66,0.0,0.535,1.0,No,3.72,0.0,Yes,Kansas,12.03,2.0,19.03,5.95,0.06478006382251134
2007,368259,67,Some college but no degree,,,No,,Not at all,Married,,No,Male,,Retired,930.0,,368259,Rest of America,"125,000 - 330,000",32879.2,0.0,9.2,0.0,0.0,0.0,0,"House, apartment, flat",South Atlantic,0.0,2,32.27,35.39,67.66,7.385,3.11,,,,0.0,0,10.48,2.035,4.075,0.0,0,2,0.0,4.54,0.0,0.0,1.0,No,0.0,0.0,Yes,North Carolina,0.0,2.0,0.65,3.115,0.10700746976812088
2008,368262,64,Master’s or greater,Paid employee of a PRIVATE company,,No,48.0,Not at all,Married,,Yes,Female,,,102.0,,368262,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,336609.0,268230.8,0.0,10.062165,0.0,1.9518650000000002,0,"House, apartment, flat",Middle Atlantic,1.5452299999999999,2,0.0,77.49999,77.49999,3.659245,5.686705,,,180.0,2.617985,2,6.27227,2.11603,10.444614999999999,0.0,0,1,0.0,5.08106,0.0,8.400689999999999,1.0,No,0.0,0.0,Yes,New York,0.0,2.0,14.782485000000001,4.879645,0.011972346193952033
2009,368263,53,Bachelor’s degree,Paid employee of a PRIVATE company,1200.0,No,45.0,Not at all,Married,,No,Male,,,105.0,,368263,Rest of America,1.20-4 mil,56694.0,56600.0,4.1615400000000005,4.33,0.0,3.47,0,"House, apartment, flat",East North Central,0.0,1,27.42346,30.48,57.903459999999995,3.815,1.489355,,,40.0,0.0,1,4.595644999999999,0.0,5.79,3.0,0,0,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,Ohio,0.0,3.0,3.99,0.0,0.05310932232687762
2010,368264,69,Some college but no degree,Self-employed,10.5,No,30.0,Not at all,Married,,Yes,Male,,,212.0,,368264,Rest of America,"< 125,000",57874.4,32344.4,0.0,4.89,2.445,5.725,7,"House, apartment, flat",,1.195,3,101.435,86.31,187.745,3.885,1.17,,,120.0,5.325,3,1.93,0.895,7.775,2.155,0,1,1.54,14.49,0.0,1.77,1.0,No,0.0,0.0,No,,1.195,3.0,28.59,2.875,0.16868840108925534
2011,368266,79,High school graduate,,,No,,Not at all,Married,,No,Male,,Retired,930.0,,368266,Rest of America,"< 125,000",17676.0,0.0,0.0,8.69,4.82,2.01,0,"House, apartment, flat",,0.0,2,81.125,100.09,181.215,10.78,12.77,,,75.0,3.3,0,8.32,5.975,4.62,6.14,0,2,0.0,12.375,2.27,3.515,1.0,No,0.0,0.0,No,,2.705,3.0,11.8,0.0,0.5331059063136456
2012,368268,59,High school graduate,Paid employee of a PRIVATE company,2000.0,No,60.0,Not at all,Married,,No,Female,,,113.0,,368268,Rest of America,1.20-4 mil,56231.0,56000.0,0.0,25.6,5.875,9.035,0,"House, apartment, flat",Middle Atlantic,1.245,2,10.5,209.525,220.025,0.0,8.87,,,100.0,12.21,2,28.795,0.0,6.79,1.51,0,0,0.0,19.635,2.995,2.685,1.0,No,36.99,0.0,Yes,New York,10.415,2.0,36.875,0.0,0.20346961640376307
2013,368270,32,Master’s or greater,A State government employee,2600.0,No,38.5,Not at all,Married,,No,Male,,,102.0,,368270,Rest of America,"125,000 - 330,000",101777.2,73000.0,1.865,19.2,45.52,0.0,0,"House, apartment, flat",South Atlantic,4.075,2,194.22754,213.17000499999997,407.39754500000004,10.488805000000001,12.1712,,,120.0,1.115,2,10.365,4.86,26.06,8.86,0,0,11.95434,13.26,2.29,3.65,1.0,No,5.605,0.0,Yes,North Carolina,10.24,2.0,35.41,0.0,0.20814752557547272
2014,368272,29,Some college but no degree,Paid employee of a PRIVATE company,937.666666666667,Yes,37.3333333333333,Not at all,Never married,,No,Female,,,104.0,,368272,Rest of America,"125,000 - 330,000",64556.8,64556.8,11.015,12.37,0.0,3.775,0,"House, apartment, flat",West South Central,0.0,3,92.059205,41.489995,133.5492,0.88,1.315,,,140.0,1.71,3,13.544995000000002,0.0,0.0,0.0,0,0,10.35312,0.0,0.0,0.0,,No,0.0,7.977635,Yes,Texas,3.095,3.0,4.8,0.0,0.10757284128085655
2015,368274,56,Some college but no degree,A Federal government employee,3600.0,No,40.0,Not at all,Married,,No,Female,,,110.0,,368274,Rest of America,1.20-4 mil,120977.8,115000.0,0.0,1.672825,0.0,3.125,7,"House, apartment, flat",West South Central,4.265,3,72.42475,170.88,243.30475,23.64,7.28,,,95.0,2.615,2,0.0,0.0,1.56,0.0,0,0,0.0,13.748945,5.205,55.815,2.0,No,12.985,0.0,Yes,Oklahoma,1.47823,3.0,27.645,9.845,0.10457990639604953
2016,368276,59,High school graduate,A State government employee,1511.0,No,40.0,Not at all,Divorced,,No,Female,,,104.0,,368276,Rest of America,"< 125,000",38500.0,38500.0,1.57917,0.0,0.0,3.0,0,"House, apartment, flat",,0.0,1,14.535829999999999,22.975,37.51083,1.375,0.0,,,40.0,1.5,1,4.31,1.29,6.625,0.625,0,0,0.0,0.0,0.0,0.0,,No,0.0,0.0,No,,0.0,2.0,4.25,0.0,0.05066397818181818
2017,368277,78,Bachelor’s degree,,,No,,Not at all,Married,,No,Female,,Retired,930.0,,368277,Rest of America,"125,000 - 330,000",33648.0,0.0,35.595,6.53,0.0,1.995,0,"House, apartment, flat",Middle Atlantic,0.0,2,61.60329,44.585,106.18829,0.0,1.13,,,95.0,0.0,0,4.505,1.295,7.78,3.265,0,2,0.0,0.0,4.5,0.0,1.0,No,6.5,0.0,Yes,Pennsylvania,0.0,2.0,7.085,0.0,0.16410458511650022
2018,368281,36,Master’s or greater,Paid employee of a PRIVATE company,1562.5,No,40.0,Not at all,Married,,No,Female,,,103.0,,368281,Rest of America,0.33-1.19 mil,79010.0,79000.0,16.111905,5.67,0.0,7.045,1,"House, apartment, flat",New England,6.0,4,29.138095,149.035,178.173095,8.945,12.74,,,125.0,9.98,2,2.12,8.32,18.595,18.105,2,0,0.0,0.0,5.401145,1.833855,1.0,No,3.89,0.0,Yes,,9.69,2.0,30.7,0.0,0.1172636494114669
2020,368286,51,Bachelor’s degree,Paid employee of a PRIVATE company,4000.0,No,40.0,Not at all,Never married,,No,Male,,,110.0,,368286,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,88000.0,88000.0,3.5,3.34,13.895,0.5,0,"House, apartment, flat",Middle Atlantic,0.0,1,52.67,52.84,105.51,0.0,3.235,,,50.0,0.0,1,12.76,0.0,5.875,0.0,0,0,0.0,0.875,0.0,0.0,,No,0.0,0.0,Yes,New York,1.5,2.0,10.86,0.0,0.062346818181818184
2021,368288,63,Associate’s degree in college,,,No,,Not at all,Divorced,,No,Male,,"Ill, disabled, unable to work",900.0,,368288,"Houston-The Woodlands-Sugar Land, TX",4 mil+,20269.0,0.0,0.0,5.765,4.75,0.0,0,"House, apartment, flat",West South Central,1.245,1,31.7,39.225,70.925,0.0,4.115,,,50.0,2.89,0,5.415,0.0,2.125,1.0,0,0,17.875,2.445,0.0,0.945,,No,0.0,0.0,Yes,Texas,0.0,2.0,6.635,1.895,0.18195766934727908
2022,368290,58,Some college but no degree,Paid employee of a PRIVATE company,1422.0,No,40.0,Not at all,Married,,Yes,Female,,,104.0,,368290,"Minneapolis-St. PaulBloomington, MN-WI",1.20-4 mil,74459.0,73964.0,4.430775,10.235,10.64,2.96,7,"House, apartment, flat",West North Central,0.0,3,59.479225,140.985,200.464225,0.265,7.46,,,100.0,4.76,2,15.345,8.26,2.48,2.49,0,1,0.0,5.955,6.61,0.0,1.0,No,0.0,51.835,Yes,,10.245,2.0,53.28,0.0,0.13999838434574732
2023,368292,63,Some college but no degree,,,No,,Not at all,Married,,No,Male,,Retired,930.0,,368292,Rest of America,1.20-4 mil,98121.9,0.0,17.92,26.46,30.65,1.175,0,"House, apartment, flat",East North Central,1.475,2,58.57,226.18,284.75,11.845,5.95,,,120.0,12.03,0,28.755,5.09,22.595,6.81,0,0,8.14,8.76,7.99,3.94,1.0,No,8.55,0.0,Yes,,10.28,1.0,33.825,0.0,0.15090413047444048
2025,368296,62,Some college but no degree,,,No,,Not at all,Divorced,,No,Female,,"Ill, disabled, unable to work",900.0,,368296,Rest of America,0.33-1.19 mil,21366.0,0.0,0.0,3.47,6.745,3.865,0,"House, apartment, flat",Mountain,0.0,3,78.31487,123.085,201.39987,14.975,10.845,,,145.0,3.6,0,10.59,0.775,7.5,1.54,0,2,22.61,5.35,0.0,6.89,,No,0.0,4.460165,Yes,,1.675,2.0,42.18,3.085,0.4901616231395675
2026,368297,24,High school graduate,,300.0,Yes,40.0,Not at all,Married,,No,Female,,Taking care of home/family,910.0,,368297,"Chicago-Naperville-Elgin, IL-INWI",4 mil+,15600.0,15600.0,0.0,5.64,11.806475,0.0,1,"House, apartment, flat",East North Central,0.0,4,25.0,102.665,127.665,15.875,11.852895,,,55.0,5.185,1,0.0,0.0,8.655,12.418525,2,0,0.0,6.215,2.02,1.31,1.0,No,9.845,0.0,Yes,Illinois,0.505,1.0,6.982105000000001,4.355,0.42555
2027,368299,80,Bachelor’s degree,,,No,,Not at all,Married,,No,Male,,Retired,930.0,,368299,"St. Louis, MO-IL",1.20-4 mil,53446.0,0.0,14.5,8.245,0.0,1.885,0,"House, apartment, flat",West North Central,0.0,2,114.38,95.95,210.33,2.525,0.0,,,50.0,1.81,0,14.895,5.395,10.375,0.0,0,2,0.0,5.79,0.0,0.0,1.0,No,0.0,0.0,Yes,Missouri,37.06,1.0,7.97,0.0,0.2046394491636418
