,id,age,highest_education,profession,avg(GROSPAYX),hispanic,weekly_hours_worked,in_college,is_married,schoolmeals_purchases,self_employed,sex,supp_security,reason_unemployment,main_profession,numweeks_schoolmeals,id_2,psu,psu_popsize,net_income,FWAGEXM,alcbev,bakery,beef,cereal,child_age,housing_type,census_division,eggs,fam_size,food_away,food_home,total_food,fresh_fruit,fresh_veg,value_foodstamps,number_foodstamps,non_alc_grocery,milk,number_earners,non_alc_bevs,oils,othdairy,othmeat,members_under18,members_over64,pet_food,pork,procfruit,proc_veg,spouse_race,foodstamp_or_not,seafood,smoking,lives_in_MSA,state,sweets,vehicle,miscellaneous,poultry,total_food_percent
2187,368629,25,Some college but no degree,Paid employee of a PRIVATE company,174.0,No,20.0,Not at all,Never married,,No,Female,,,111.0,,368629,"Baltimore-Columbia-Towson, MD",1.20-4 mil,10022.0,9000.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",South Atlantic,0.0,1,20.78,1.0,21.78,0.0,0.0,511.0,2.0,20.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,,1.0,,0.0,0.0,0.11300738375573738
2194,368638,64,Associate’s degree in college,Paid employee of a PRIVATE company,2807.0,No,45.0,Not at all,Married,,No,Male,,,103.0,,368638,Rest of America,"< 125,000",101120.0,73000.0,0.0,12.5,20.0,0.0,7,"House, apartment, flat",,2.0,9,88.5,91.4,179.9,6.125,1.5,925.0,8.0,325.0,2.0,1,8.025,0.0,5.5,8.0,5,0,0.0,0.0,0.0,0.0,1.0,Yes,0.0,0.0,No,,0.0,7.0,25.75,0.0,0.0925118670886076
2259,368786,29,Some college but no degree,Paid employee of a PRIVATE company,1128.0,No,40.0,Not at all,Never married,,No,Male,,,105.0,,368786,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,26200.0,26000.0,0.0,0.0,26.832995,20.0,3,"House, apartment, flat",Middle Atlantic,6.0,2,75.0,190.1,265.1,0.0,6.0,100.0,2.0,50.0,0.0,1,21.6,0.0,0.0,22.894095,1,0,0.0,25.27291,5.1893199999999995,4.8106800000000005,,Yes,0.0,0.0,Yes,New York,0.0,,51.5,0.0,0.5261526717557252
2274,368818,30,Some college but no degree,Self-employed,,No,32.0,Not at all,Never married,,Yes,Female,,,203.0,,368818,Rest of America,1.20-4 mil,55600.0,22000.0,1.34266,6.91332,0.0,1.8836849999999998,4,"House, apartment, flat",Middle Atlantic,1.59175,3,143.476425,60.0,203.476425,5.158725,0.893125,300.0,12.0,100.0,1.24587,1,4.516195,2.53612,2.18439,2.644745,2,0,4.292680000000001,5.22354,3.6398800000000002,3.885215,,Yes,0.0,16.105395,Yes,New York,5.482044999999999,1.0,9.377595,2.8238,0.19030169244604317
2286,368847,40,High school graduate,Paid employee of a PRIVATE company,450.0,No,30.0,Not at all,Never married,,No,Female,,,109.0,,368847,Rest of America,"125,000 - 330,000",18240.0,12000.0,0.0,0.0,0.0,0.0,6,"House, apartment, flat",West South Central,0.0,4,68.79,11.795,80.585,0.0,0.0,520.0,12.0,200.0,0.99,1,8.58,0.0,1.325,0.0,2,0,0.0,0.0,0.25,0.65,,Yes,0.0,0.0,Yes,Louisiana,0.0,2.0,0.0,0.0,0.22973793859649122
2302,368879,34,"Some high school, no degree",Paid employee of a PRIVATE company,352.0,Yes,36.0,,Never married,,No,Female,,,109.0,,368879,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,37585.2,32833.2,0.0,14.8,0.0,15.655,4,"House, apartment, flat",Middle Atlantic,1.5,5,9.07782,121.745,130.82282,9.905,5.872865,396.0,12.0,90.0,0.0,2,3.845,0.0,4.975,20.985,3,0,0.0,0.0,10.508385,4.636615,,Yes,10.0,0.0,Yes,New York,5.99,,10.077135,2.995,0.18099641986739462
2316,368904,55,High school graduate,,,No,,Not at all,Never married,,No,Female,,Taking care of home/family,910.0,,368904,"Minneapolis-St. PaulBloomington, MN-WI",1.20-4 mil,2933.0,0.0,0.0,3.115,0.0,0.0,7,"House, apartment, flat",West North Central,0.0,2,17.74,8.105,25.845,0.0,0.0,200.0,12.0,20.0,0.0,0,3.49,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,,0.0,1.0,1.5,0.0,0.4582134333446983
2320,368910,82,Grade 8 or lower,,280.0,No,30.0,,Widowed,,No,Female,,Retired,930.0,,368910,"St. Louis, MO-IL",1.20-4 mil,31700.0,14000.0,0.0,2.275,0.0,2.83,7,"House, apartment, flat",West North Central,0.0,2,0.0,27.795,27.795,1.0,3.48,600.0,6.0,80.0,2.07,1,3.33,0.0,2.01,0.0,0,1,2.43,6.885,0.0,0.75,,Yes,0.0,0.0,Yes,Missouri,1.145,2.0,0.0,2.02,0.045594321766561516
2329,368925,59,<1 year,,,Yes,30.0,,Married,,No,Male,9600.0,"Ill, disabled, unable to work",900.0,,368925,Rest of America,"125,000 - 330,000",38393.0,26393.0,0.0,0.0,0.0,0.0,6,"House, apartment, flat",West South Central,0.0,4,0.0,27.34,27.34,0.0,4.48,200.0,12.0,75.0,0.0,1,10.81,0.0,0.0,3.0,1,0,0.0,5.16,0.0,0.0,1.0,Yes,0.0,0.0,Yes,Texas,0.0,1.0,0.89,3.0,0.03702966686635585
2331,368928,23,"Some high school, no degree",Paid employee of a PRIVATE company,400.0,Yes,60.0,,Married,,No,Male,,,112.0,,368928,Rest of America,"125,000 - 330,000",11580.0,7500.0,0.0,1.235,4.99,1.67,1,"House, apartment, flat",West South Central,0.0,3,0.0,35.545,35.545,0.0,1.645,340.0,12.0,150.0,0.0,1,15.52,0.0,3.235,6.36,1,0,0.0,0.0,0.0,0.0,1.0,Yes,0.0,0.0,Yes,Texas,0.0,1.0,0.89,0.0,0.15961485319516408
2337,368937,55,Some college but no degree,,,No,,Not at all,Divorced,,No,Female,,Taking care of home/family,910.0,,368937,Rest of America,1.20-4 mil,16008.0,0.0,14.69,0.0,0.0,0.0,7,"House, apartment, flat",New England,0.0,2,3.945,13.315,17.26,12.315,0.0,200.0,12.0,75.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,Connecticut,0.0,,0.0,0.0,0.05606696651674164
2342,368944,54,Grade 8 or lower,,,No,,,Never married,,No,Male,,"Ill, disabled, unable to work",900.0,,368944,"Philadelphia-CamdenWilmington, PA-NJ-DE-MD",4 mil+,16140.0,0.0,6.74,0.0,0.0,0.0,0,"House, apartment, flat",Middle Atlantic,0.0,1,14.448204999999998,5.465,19.913204999999998,0.0,0.0,16.0,12.0,5.0,0.0,0,0.0,0.0,0.0,0.475,0,0,4.3249,0.0,0.0,0.0,,Yes,0.0,75.375,Yes,Pennsylvania,0.0,1.0,4.99,0.0,0.06415654646840148
2350,368959,30,High school graduate,Paid employee of a PRIVATE company,700.0,No,40.0,Not at all,Married,,No,Male,,,110.0,,368959,"Anchorage, AK","125,000 - 330,000",66356.0,63500.0,0.0,26.070439999999998,7.68,10.6667,4,"House, apartment, flat",Pacific,5.48,8,73.29523499999999,391.194995,464.49023,22.02629,5.662845,238.0,12.0,160.0,6.99,2,25.76,8.99,22.65871,4.995,5,0,0.0,49.875,1.7004099999999998,24.499589999999998,3.0,Yes,12.69,20.6,Yes,Alaska,6.36,2.0,130.00001,19.09,0.36399861293628305
2351,368960,39,"Some high school, no degree",Paid employee of a PRIVATE company,500.0,Yes,40.0,,Never married,,No,Female,,,104.0,,368960,"Houston-The Woodlands-Sugar Land, TX",4 mil+,27723.0,24000.0,0.0,0.0,0.0,0.0,4,"House, apartment, flat",West South Central,0.0,4,76.0,0.0,76.0,0.0,0.0,249.0,12.0,,0.0,1,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,Texas,0.0,1.0,0.0,0.0,0.14255311474227175
2369,369001,64,Bachelor’s degree,,,No,,Not at all,Separated,,No,Female,,Retired,930.0,,369001,Rest of America,0.33-1.19 mil,9270.0,0.0,2.135,0.0,5.005,2.06,0,"House, apartment, flat",South Atlantic,0.0,1,25.035,22.725,47.76,3.775,0.345,15.0,6.0,60.0,2.015,0,0.0,0.0,6.245,0.0,0,0,0.0,0.0,0.0,1.075,,Yes,0.0,0.0,Yes,North Carolina,0.885,1.0,1.32,0.0,0.2679093851132686
2389,369036,50,"Some high school, no degree",,764.0,Yes,30.6,,Never married,,No,Female,702.0,"Ill, disabled, unable to work",900.0,,369036,"Chicago-Naperville-Elgin, IL-INWI",4 mil+,116935.6,97229.6,0.0,0.0,11.945,0.0,6,"House, apartment, flat",East North Central,0.0,8,0.0,25.755,25.755,0.0,0.795,425.0,12.0,150.0,1.105,5,6.83,0.0,1.265,0.0,1,1,0.0,0.0,0.0,1.005,,Yes,0.0,0.0,Yes,Illinois,0.0,1.0,2.81,0.0,0.011452970694980826
2392,369047,44,"Some high school, no degree",Paid employee of a PRIVATE company,559.0,Yes,35.0,,Married,,No,Female,,,110.0,,369047,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,23900.0,20000.0,0.0,1.25,0.0,1.625,4,"House, apartment, flat",Pacific,1.75,4,7.125,58.925,66.05,15.55,9.8,325.0,12.0,200.0,3.75,1,5.95,8.5,4.0,0.0,2,0,0.0,0.0,0.0,0.0,1.0,Yes,0.0,0.0,Yes,California,2.5,2.0,0.5,3.75,0.1437071129707113
2398,369062,66,Bachelor’s degree,,200.0,No,24.0,Not at all,Married,,No,Male,,"Ill, disabled, unable to work",900.0,,369062,"Anchorage, AK","125,000 - 330,000",84648.0,2400.0,9.46,6.428725,2.44,1.11,7,"House, apartment, flat",Pacific,1.445,4,12.485,113.379995,125.864995,2.87282,0.642695,401.0,12.0,400.0,7.15457,1,11.79805,4.97,15.913620000000002,1.735325,1,1,11.96,1.22,1.145,3.5947050000000003,1.0,Yes,2.915,0.0,Yes,Alaska,5.485,1.0,35.234485,7.275,0.0773199572346659
2403,369067,30,Some college but no degree,Paid employee of a PRIVATE company,,No,25.0,Full time,Never married,,No,Female,,,106.0,,369067,"Seattle-Tacoma-Bellevue, WA",1.20-4 mil,14926.2,7702.2,0.0,0.0,0.0,0.0,2,"Group quarters unit, not specified above",Pacific,0.0,5,22.495,6.97,29.465,0.0,0.0,602.0,12.0,85.0,0.0,1,4.47,0.0,0.0,0.0,4,0,1.792815,0.0,0.0,0.0,,Yes,0.0,21.12,Yes,,0.0,,0.0,2.5,0.10265037316932642
2426,369104,46,High school graduate,,450.0,No,20.0,Not at all,Married,,No,Male,,"Ill, disabled, unable to work",900.0,,369104,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,25434.0,450.0,0.0,7.5,56.167505000000006,0.0,7,"House, apartment, flat",Middle Atlantic,0.0,5,15.0,212.845,227.845,0.0,0.0,500.0,12.0,200.0,0.0,1,7.845,0.0,0.0,28.558745000000002,1,0,0.0,65.27375,0.0,35.0,1.0,Yes,0.0,0.0,Yes,New Jersey,0.0,4.0,12.5,0.0,0.4658307776991429
2434,369133,32,High school graduate,Paid employee of a PRIVATE company,,No,40.0,Not at all,Separated,,No,Female,,,109.0,,369133,"Philadelphia-CamdenWilmington, PA-NJ-DE-MD",4 mil+,24280.4,15000.0,0.0,0.0,0.0,0.99,2,"House, apartment, flat",Middle Atlantic,0.0,3,0.0,34.76,34.76,0.0,1.99,550.0,12.0,150.0,0.0,1,0.0,0.0,8.97,0.0,2,0,0.0,0.0,0.0,0.0,,Yes,22.81,0.0,Yes,Pennsylvania,0.0,1.0,0.0,0.0,0.07444358412546745
2450,369173,40,Some college but no degree,Paid employee of a PRIVATE company,417.5,No,37.3333333333333,Not at all,Divorced,,No,Male,,,111.0,,369173,Rest of America,0.33-1.19 mil,51716.0,46400.0,7.545,4.06,18.83,1.665,4,"House, apartment, flat",East North Central,0.79,6,33.905,85.985,119.89,1.235,0.4,443.0,12.0,115.0,2.09,3,4.57,1.495,3.98,0.0,4,0,6.99,0.0,0.0,0.78,,Yes,0.0,0.0,Yes,Ohio,1.28,3.0,44.81,0.0,0.12054837961172557
2451,369177,28,High school graduate,,,No,,Not at all,Divorced,,No,Female,11000.0,Taking care of home/family,910.0,,369177,Rest of America,1.20-4 mil,12140.0,0.0,0.0,13.3302,2.8115799999999997,5.03451,2,"House, apartment, flat",East South Central,0.0,4,8.57,117.77500500000001,126.345005,9.12739,2.801245,95.0,12.0,175.0,4.321885,0,11.196455,2.87759,4.84282,2.29942,3,0,9.0,5.36742,4.40686,3.86849,,Yes,12.344660000000001,8.48,Yes,Kentucky,8.03377,,19.578195,5.532515,0.5411812405271829
2455,369185,60,High school graduate,,,No,,Not at all,Never married,,No,Female,,"Ill, disabled, unable to work",900.0,,369185,Rest of America,1.20-4 mil,2118.0,0.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",South Atlantic,0.0,1,0.0,7.5,7.5,0.0,0.0,71.0,12.0,25.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,7.5,0.0,Yes,Florida,0.0,,0.0,0.0,0.18413597733711048
2475,370296,33,Some college but no degree,Paid employee of a PRIVATE company,22718.0,Yes,40.0,Not at all,Separated,,No,Female,,,101.0,,370296,Rest of America,1.20-4 mil,40200.0,36000.0,0.0,7.015,3.61,7.995,4,"House, apartment, flat",South Atlantic,0.0,5,0.525,41.52,42.045,0.995,4.485,350.0,12.0,80.0,4.035,1,1.27,1.94,0.745,2.415,4,0,0.0,0.0,0.795,0.0,,Yes,0.0,0.0,Yes,Florida,0.945,,5.275,0.0,0.05438656716417911
2476,370300,52,Associate’s degree in college,Paid employee of a PRIVATE company,800.0,Yes,40.0,Not at all,Separated,,No,Female,,,109.0,,370300,"Miami-Fort Lauderdale-West Palm Beach, FL",4 mil+,40540.0,34000.0,8.005,3.555,6.69,1.995,7,"House, apartment, flat",South Atlantic,1.485,3,31.67,52.365,84.035,3.07,0.995,170.0,12.0,110.0,1.645,2,2.395,0.0,1.995,0.395,0,1,0.0,5.57,6.115,0.0,,Yes,1.3,0.0,Yes,Florida,0.75,2.0,6.825,7.585,0.1077903305377405
2484,370313,21,"Some high school, no degree",Paid employee of a PRIVATE company,771.0,No,35.0,,Married,,No,Female,,,105.0,,370313,Rest of America,0.33-1.19 mil,39180.0,38000.0,5.266744999999999,1.0,0.0,0.0,1,"House, apartment, flat",East North Central,0.0,3,21.713255,35.5,57.213255000000004,0.0,0.0,90.0,12.0,50.0,2.245,2,3.93,0.0,4.93,0.0,1,0,0.0,0.0,0.54,0.0,1.0,Yes,1.38,4.775,Yes,Ohio,2.7,1.0,18.775,0.0,0.07593387595712099
2485,370314,88,Bachelor’s degree,,,Yes,,Not at all,Never married,,No,Male,,Retired,930.0,,370314,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,9782.4,0.0,0.0,13.5,0.0,4.46,0,"House, apartment, flat",Middle Atlantic,0.995,1,4.15,73.0,77.15,1.475,2.23,49.4,12.0,40.0,2.24,0,6.065,1.14,4.145,6.685,0,1,0.0,0.0,5.235,1.74,,Yes,7.5,0.0,Yes,New York,3.835,,7.48,4.275,0.41010385999345766
2489,370318,63,"Some high school, no degree",,,No,,,Married,,No,Female,9852.0,"Ill, disabled, unable to work",900.0,,370318,Rest of America,1.20-4 mil,17544.0,0.0,0.0,10.80487,9.96914,7.278239999999999,7,"House, apartment, flat",South Atlantic,1.6679700000000002,3,0.595,150.0,150.595,14.636579999999999,7.678595,411.0,12.0,150.0,4.605215,0,15.890089999999999,0.0,8.398394999999999,9.37913,0,0,0.0,8.13592,3.64848,12.73522,1.0,Yes,5.943835,0.0,Yes,Florida,9.31369,1.0,17.254825,2.659805,0.446360009119927
2502,370343,34,Associate’s degree in college,Paid employee of a PRIVATE company,500.0,No,38.0,Not at all,Divorced,,No,Female,,,107.0,,370343,Rest of America,"< 125,000",3877.0,1000.0,2.92041,3.555,7.38,0.0,5,"House, apartment, flat",,0.0,3,17.59459,18.695,36.289590000000004,0.0,0.0,411.0,7.0,55.0,0.0,1,4.71,0.0,0.0,0.0,2,0,0.0,0.0,0.0,0.0,,Yes,0.0,60.61,No,,0.0,1.0,3.05,0.0,0.4867316688160949
2517,370363,72,Grade 8 or lower,,,No,,,Divorced,,No,Female,,Retired,930.0,,370363,Rest of America,1.20-4 mil,13800.0,0.0,0.0,1.276705,0.0,0.0,0,"House, apartment, flat",New England,0.0,1,0.0,17.999995000000002,17.999995000000002,0.0,0.793945,16.0,12.0,45.0,1.10752,0,7.26328,0.0,1.7060349999999997,0.0,0,1,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,Connecticut,1.29859,1.0,4.55392,0.0,0.06782606811594204
2523,370378,55,"Some high school, no degree",,,No,,,Divorced,,No,Male,,"Ill, disabled, unable to work",900.0,,370378,Rest of America,1.20-4 mil,10800.0,0.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",East North Central,0.0,1,11.525,12.505,24.03,1.84,0.0,16.0,12.0,40.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,1.27,0.0,0.0,,Yes,0.0,0.0,Yes,Ohio,0.0,,7.5,1.895,0.1157
2556,370445,59,Master’s or greater,,,No,,Not at all,Divorced,,No,Female,8952.0,"Ill, disabled, unable to work",900.0,,370445,"Miami-Fort Lauderdale-West Palm Beach, FL",4 mil+,11352.0,0.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",South Atlantic,0.0,1,0.0,10.68,10.68,0.0,0.0,200.0,12.0,25.0,0.0,0,10.68,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,Florida,0.0,1.0,0.0,0.0,0.048921775898520085
2557,370449,33,"Some high school, no degree",,500.0,Yes,40.0,,Married,,No,Female,,Taking care of home/family,910.0,,370449,"Dallas-Fort Worth-Arlington, TX",4 mil+,35600.0,32000.0,0.0,1.98,0.0,3.905,4,"House, apartment, flat",West South Central,1.8,5,7.24661,216.3,223.54661000000002,14.965,30.505,300.0,12.0,100.0,3.51,1,0.0,1.69,1.47,5.3619,3,0,0.0,0.0,0.9375450000000001,2.742455,1.0,Yes,11.99,0.0,Yes,Texas,4.215,,19.7281,111.5,0.3265287561797753
2596,370514,54,Grade 8 or lower,Paid employee of a PRIVATE company,577.0,Yes,27.5,,Married,,No,Male,,,113.0,,370514,Rest of America,"125,000 - 330,000",17824.0,15584.0,0.0,3.185,35.87,5.975,6,"House, apartment, flat",Mountain,2.48073,5,84.01,181.635,265.645,19.895,18.844495000000002,560.0,4.0,120.0,1.745,2,23.58,1.885,9.25937,3.43,2,0,17.285,9.975,2.2089849999999998,6.676015,1.0,Yes,7.92,0.0,Yes,Arizona,4.73,2.0,19.795405,4.18,0.7749966337522441
2606,370528,60,Some college but no degree,A State government employee,1050.0,No,40.0,Not at all,Never married,,No,Female,,,110.0,,370528,Rest of America,0.33-1.19 mil,21444.0,21000.0,0.0,1.425,0.0,0.0,0,"House, apartment, flat",West North Central,0.0,1,34.5,25.015,59.515,2.385,0.0,148.0,3.0,20.0,1.59,1,0.5,2.19,4.88,0.0,0,0,11.32,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,Nebraska,2.195,1.0,9.85,0.0,0.1443191568737176
2610,370534,35,High school graduate,Paid employee of a PRIVATE company,125.0,Yes,35.0,Not at all,Married,,No,Female,,,106.0,,370534,Rest of America,"125,000 - 330,000",30858.4,18858.4,0.0,36.06729,23.488025,16.844895,6,"House, apartment, flat",East North Central,6.691345,7,100.0,349.999985,449.999985,21.785735,18.870535,1000.0,12.0,350.0,6.007125,2,30.771125,17.293625,19.906175,16.324855,4,0,0.0,16.9861,9.965155000000001,24.844160000000002,1.0,Yes,15.87984,19.08,Yes,,9.97187,1.0,47.431105,10.871025,0.7583024142534933
2619,370555,31,"Some high school, no degree",,830.0,Yes,40.0,,Married,,No,Female,,Taking care of home/family,910.0,,370555,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,37576.0,33000.0,0.0,5.23184,32.51995,10.5,2,"House, apartment, flat",Pacific,3.5,5,57.45,291.295,348.745,35.680679999999995,32.30232,357.0,12.0,220.0,6.0,2,22.848495,0.0,8.61358,23.39195,2,0,10.5,28.447409999999998,4.8162650000000005,17.183735000000002,1.0,Yes,2.58281,0.0,Yes,California,3.0,1.0,7.925965,46.75,0.48261496700021295
2625,370567,32,Bachelor’s degree,A local government employee,2000.0,No,35.0,Not at all,Never married,,No,Female,,,102.0,,370567,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,23041.0,21000.0,0.0,1.84,0.0,2.495,0,"House, apartment, flat",Pacific,0.0,1,6.435,35.01,41.445,5.975,2.245,170.0,12.0,45.0,0.0,1,3.375,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.79,,Yes,0.0,0.0,Yes,California,3.495,1.0,14.795,0.0,0.0935350028210581
2637,370586,57,Bachelor’s degree,Paid employee of a PRIVATE company,960.0,Yes,40.0,Not at all,Married,,No,Female,,,110.0,,370586,"Miami-Fort Lauderdale-West Palm Beach, FL",4 mil+,26020.2,23536.2,0.0,4.885,9.44,5.99,0,"House, apartment, flat",South Atlantic,2.235,2,23.895,103.42,127.315,6.24,17.235,16.0,12.0,47.0,2.49,1,2.415,2.45,9.6,0.0,0,0,0.0,9.375,3.187275,2.257725,1.0,Yes,11.35,0.0,Yes,Florida,1.495,2.0,6.175,6.6,0.25443232565468366
2643,370608,70,Bachelor’s degree,,,No,,Not at all,Separated,,No,Male,,Retired,930.0,,370608,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,19292.0,0.0,2.66248,12.86737,5.19362,1.745,0,"House, apartment, flat",Middle Atlantic,2.5674900000000003,1,65.405,112.636025,178.041025,4.742355,0.0,16.0,12.0,56.0,5.1817,0,5.02,0.0,9.27,0.0,0,1,3.9654849999999997,0.0,12.505,5.496325,,Yes,4.628845,3.92635,Yes,New York,4.601285,,38.817035,0.0,0.4798949460916442
2650,370631,50,"Some high school, no degree",,,No,40.0,,Married,,No,Male,,Taking care of home/family,910.0,,370631,Rest of America,0.33-1.19 mil,36326.8,35526.8,0.0,0.0,0.0,0.0,6,"House, apartment, flat",West South Central,0.0,4,60.0,0.0,60.0,0.0,0.0,800.0,1.0,115.0,0.0,1,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,Yes,0.0,0.0,Yes,Louisiana,0.0,2.0,0.0,0.0,0.08588700353458052
2658,370641,37,Some college but no degree,Paid employee of a PRIVATE company,,No,15.0,Not at all,Divorced,,No,Female,555.0,,109.0,,370641,Rest of America,0.33-1.19 mil,14862.4,1587.4,0.0,0.0,0.0,3.49,4,"House, apartment, flat",New England,1.79,7,2.38,24.22,26.6,0.0,2.99,500.0,12.0,120.0,8.97,1,0.0,0.0,0.0,0.0,6,0,0.0,0.0,6.98,0.0,,Yes,0.0,0.0,Yes,,0.0,1.0,0.0,0.0,0.09306706857573474
2659,370643,53,Associate’s degree in college,Self-employed,205.0,No,15.0,Full time,Divorced,,Yes,Male,,,209.0,,370643,Rest of America,"125,000 - 330,000",33286.0,15000.0,2.29,9.655,26.175,5.2,5,"House, apartment, flat",East South Central,0.0,2,0.0,131.78,131.78,0.0,3.2,247.0,12.0,75.0,3.19,1,8.96,8.1,9.71,1.005,1,0,13.65,6.335,2.66509,2.36491,,Yes,6.655,0.0,Yes,,7.765,2.0,11.51,19.29,0.20586913417052216
2668,370664,32,Bachelor’s degree,A local government employee,774.166666666667,No,31.3333333333333,Not at all,Never married,,No,Male,,,102.0,,370664,"Houston-The Woodlands-Sugar Land, TX",4 mil+,102333.0,83757.0,0.0,19.285,0.0,62.065,0,"House, apartment, flat",West South Central,0.0,13,36.13,412.78501,448.91500999999994,46.153255,42.100120000000004,180.0,12.0,300.0,7.945,6,18.8,22.985,2.32,0.0,3,2,0.0,0.0,8.21168,14.624954999999998,,Yes,29.435,0.0,Yes,Texas,7.175,6.0,129.625,2.06,0.22811390773259843
2683,370693,28,High school graduate,,240.0,No,55.0,Not at all,Married,,No,Male,370.0,"Ill, disabled, unable to work",900.0,,370693,"St. Louis, MO-IL",1.20-4 mil,27490.0,12480.0,0.0,5.09,0.0,0.0,0,"House, apartment, flat",West North Central,0.0,2,44.085,28.23,72.315,0.0,1.0,60.0,12.0,70.0,1.745,1,4.205,0.57,0.0,0.0,0,0,0.0,4.465,0.0,0.91,1.0,Yes,0.0,0.0,Yes,Missouri,0.0,2.0,10.245,0.0,0.1367908330301928
2690,370703,45,Some college but no degree,,,Yes,,Not at all,Never married,,No,Female,,"Ill, disabled, unable to work",900.0,,370703,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,15583.4,0.0,0.0,7.5,0.0,0.0,0,"House, apartment, flat",Pacific,0.0,3,0.0,7.5,7.5,0.0,0.0,503.0,12.0,,0.0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,California,0.0,1.0,0.0,0.0,0.025026630902113788
2698,370716,33,High school graduate,Paid employee of a PRIVATE company,150.0,No,37.5,Not at all,Married,,Yes,Female,,,109.0,,370716,Rest of America,1.20-4 mil,43440.0,28200.0,9.645,10.66375,4.995,7.68,4,"House, apartment, flat",East North Central,0.795,7,33.94995,125.270005,159.219955,3.8105550000000004,2.87,560.0,12.0,150.0,8.37,2,8.919495,1.5,8.914810000000001,2.5,5,0,6.165,21.67,2.5006,6.0182199999999995,1.0,Yes,0.0,0.0,Yes,Ohio,3.4706949999999996,2.0,16.64188,13.95,0.19059478959484347
2709,370746,79,High school graduate,,,No,,Not at all,Married,,No,Male,,Retired,930.0,,370746,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,20436.0,0.0,0.0,1.395,3.45,8.5,0,"House, apartment, flat",Middle Atlantic,0.0,2,0.0,181.325,181.325,28.15,16.815,355.0,12.0,150.0,2.67,0,0.0,0.0,0.0,0.0,0,2,0.0,7.995,0.0,0.0,4.0,Yes,100.6,0.0,Yes,New York,0.0,,0.0,11.75,0.46138676844783716
2713,370757,62,High school graduate,,,No,20.0,Not at all,Divorced,,No,Female,,"Ill, disabled, unable to work",900.0,,370757,Rest of America,1.20-4 mil,23127.8,8919.8,0.0,0.0,3.659705,4.40817,7,"House, apartment, flat",Middle Atlantic,1.729225,2,0.0,73.31999,73.31999,5.488995,3.06454,300.0,12.0,70.0,1.3534700000000002,1,13.554275,2.3679900000000003,1.4468450000000002,2.2015849999999997,0,0,0.0,2.90667,0.0,2.1606400000000003,,Yes,3.3758199999999996,48.6,Yes,New York,8.98537,1.0,14.223704999999999,2.392985,0.16485093610287188
2734,370797,56,High school graduate,Paid employee of a PRIVATE company,420.0,No,28.0,Not at all,Divorced,,No,Female,9420.0,,110.0,,370797,Rest of America,1.20-4 mil,18711.4,9000.0,0.0,0.0,0.0,1.245,0,"House, apartment, flat",East North Central,0.0,1,32.78,10.405,43.185,0.0,1.75,16.0,12.0,32.0,0.995,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2.915,0.0,,Yes,0.0,0.0,Yes,,0.0,1.0,3.5,0.0,0.12001346772555767
2738,370804,26,High school graduate,,1700.0,No,40.0,Not at all,Married,,No,Female,,Taking care of home/family,910.0,,370804,Rest of America,0.33-1.19 mil,79646.8,75011.8,0.0,2.03,3.355,0.0,1,"House, apartment, flat",South Atlantic,1.11,4,0.0,14.21,14.21,0.0,0.0,515.0,9.0,100.0,2.54,2,1.275,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,Yes,0.0,0.0,Yes,North Carolina,0.0,1.0,0.0,3.9,0.009277459985837472
